,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
1299,21,26784,MORTGAGE,4,EDUCATION,A,2000,6.99,1,0.07,N,3
1300,24,13000,RENT,1,MEDICAL,B,1200,11.89,0,0.09,N,2
1301,22,14400,RENT,0,PERSONAL,B,1200,10.37,0,0.08,N,2
1302,22,26796,MORTGAGE,6,VENTURE,A,3000,8.32,0,0.11,N,3
1303,24,14400,RENT,0,MEDICAL,A,1200,7.29,0,0.08,N,4
1304,21,14400,RENT,2,DEBTCONSOLIDATION,A,1200,7.14,0,0.08,N,3
1305,23,15600,RENT,0,VENTURE,D,1200,14.91,1,0.08,N,4
1306,21,16200,RENT,3,EDUCATION,A,1200,7.49,0,0.07,N,3
1307,25,16800,RENT,4,MEDICAL,B,1200,10.38,0,0.07,N,2
1308,24,18000,RENT,0,EDUCATION,B,1200,11.89,0,0.07,N,4
1309,21,27000,MORTGAGE,3,MEDICAL,C,9600,13.49,0,0.36,Y,2
1310,23,20400,RENT,4,EDUCATION,D,1200,18.25,1,0.06,N,4
1311,23,27000,OWN,4,EDUCATION,B,5000,10.65,0,0.19,N,4
1312,23,27000,OWN,4,VENTURE,A,6400,7.9,0,0.24,N,2
1313,23,20400,RENT,2,MEDICAL,A,1200,7.9,0,0.06,N,2
1314,22,21600,RENT,0,MEDICAL,A,1200,5.99,0,0.06,N,2
1315,22,27000,OWN,1,MEDICAL,B,4800,11.99,0,0.18,N,2
1316,23,27000,MORTGAGE,0,HOMEIMPROVEMENT,D,1000,15.99,1,0.04,Y,3
1317,23,26400,RENT,3,DEBTCONSOLIDATION,C,1200,14.35,1,0.05,Y,4
1318,22,27600,RENT,5,VENTURE,C,1200,13.06,0,0.04,N,2
1319,22,28000,RENT,0,MEDICAL,B,1200,12.69,0,0.04,N,3
1320,22,27000,OWN,3,VENTURE,B,10800,10.74,0,0.4,N,3
1321,21,30000,RENT,2,EDUCATION,B,1200,9.62,0,0.04,N,3
1322,26,27000,MORTGAGE,4,DEBTCONSOLIDATION,A,3000,5.79,0,0.11,N,3
1323,22,27000,OWN,0,MEDICAL,B,7750,10.37,0,0.29,N,3
1324,26,30000,RENT,2,VENTURE,B,1200,10.14,0,0.04,N,4
1325,22,31200,RENT,2,PERSONAL,B,1200,12.21,0,0.04,N,4
1326,23,31500,RENT,7,EDUCATION,B,1200,8.88,0,0.04,N,2
1327,24,32400,RENT,0,MEDICAL,C,1200,13.11,0,0.04,Y,2
1328,23,27000,MORTGAGE,4,EDUCATION,B,4000,9.62,0,0.15,N,2
1329,22,27000,OWN,3,MEDICAL,A,6000,6.54,0,0.22,N,4
1330,23,33000,RENT,3,EDUCATION,A,1200,8.32,0,0.04,N,2
1331,21,34000,RENT,5,HOMEIMPROVEMENT,B,1200,12.69,1,0.04,N,4
1332,26,34000,RENT,0,VENTURE,B,1200,9.91,0,0.04,N,3
1333,22,34560,RENT,2,MEDICAL,E,1200,19.29,1,0.03,N,4
1334,22,29004,RENT,0,HOMEIMPROVEMENT,D,1200,15.7,1,0.04,Y,4
1335,26,27000,MORTGAGE,2,PERSONAL,D,3025,15.95,0,0.11,N,2
1336,23,36000,RENT,7,DEBTCONSOLIDATION,C,1200,13.99,0,0.03,Y,4
1337,24,36000,RENT,5,EDUCATION,B,1200,11.49,0,0.03,N,2
1338,23,36000,RENT,0,MEDICAL,B,1200,10.37,0,0.03,N,3
1339,21,40000,RENT,5,VENTURE,D,1200,15.58,0,0.03,N,4
1340,22,34000,RENT,0,HOMEIMPROVEMENT,D,1200,14.61,1,0.04,Y,4
1341,25,40000,RENT,5,PERSONAL,A,1200,8.0,0,0.03,N,4
1342,25,43000,RENT,9,MEDICAL,A,1200,8.49,0,0.03,N,2
1343,25,43200,RENT,4,VENTURE,B,1200,9.91,0,0.03,N,4
1344,24,27000,OWN,9,MEDICAL,A,9475,8.94,0,0.35,N,3
1345,22,44664,RENT,5,MEDICAL,C,1200,12.68,0,0.03,Y,3
1346,23,39000,RENT,2,DEBTCONSOLIDATION,D,1200,15.95,1,0.03,N,2
1347,25,48000,RENT,4,EDUCATION,C,1200,12.68,0,0.03,N,4
1348,22,27000,MORTGAGE,2,DEBTCONSOLIDATION,B,5000,12.18,0,0.19,N,4
1349,25,55000,RENT,3,DEBTCONSOLIDATION,B,1200,11.58,0,0.02,N,4
1350,23,58000,RENT,4,EDUCATION,C,1200,15.23,0,0.02,N,4
1351,23,58700,RENT,8,PERSONAL,B,1200,11.71,0,0.02,N,4
1352,24,27000,MORTGAGE,1,DEBTCONSOLIDATION,B,7500,10.39,0,0.28,N,2
1353,25,60000,RENT,0,MEDICAL,A,1200,7.66,0,0.02,N,3
1354,22,100000,RENT,3,MEDICAL,A,1200,8.59,0,0.01,N,2
1355,24,9600,RENT,3,EDUCATION,C,1300,12.73,1,0.14,N,2
1356,26,41000,RENT,1,MEDICAL,A,1300,7.9,0,0.03,N,4
1357,24,45000,RENT,5,MEDICAL,C,1300,13.61,0,0.03,Y,4
1358,26,50000,RENT,10,VENTURE,A,1300,6.99,0,0.03,N,3
1359,22,54000,RENT,4,DEBTCONSOLIDATION,C,1300,14.27,1,0.02,Y,2
1360,25,27048,OTHER,9,MEDICAL,D,8000,15.05,1,0.3,Y,2
1361,24,64000,RENT,8,HOMEIMPROVEMENT,C,1300,13.49,1,0.02,N,3
1362,25,89000,RENT,4,VENTURE,B,1300,10.59,0,0.01,N,4
1363,25,24000,RENT,0,EDUCATION,C,1325,13.49,1,0.06,Y,2
1364,24,26000,RENT,2,MEDICAL,C,1325,12.87,1,0.05,N,4
1365,24,44400,RENT,0,PERSONAL,B,1325,10.0,1,0.03,N,4
1366,26,27138,MORTGAGE,10,DEBTCONSOLIDATION,B,2750,9.63,0,0.1,N,2
1367,25,51500,RENT,5,VENTURE,C,1325,14.79,0,0.03,N,3
1368,21,23004,RENT,5,VENTURE,B,1350,9.99,0,0.06,N,2
1369,25,42000,RENT,0,DEBTCONSOLIDATION,A,1350,5.42,0,0.03,N,2
1370,22,69600,RENT,6,DEBTCONSOLIDATION,C,1350,12.68,0,0.02,N,3
1371,24,10000,RENT,0,VENTURE,B,1400,10.83,0,0.14,N,4
1372,22,27302,MORTGAGE,6,MEDICAL,B,3725,12.69,0,0.14,N,2
1373,23,14650,RENT,0,DEBTCONSOLIDATION,D,1400,15.62,1,0.1,Y,3
1374,24,27360,MORTGAGE,5,PERSONAL,A,8000,7.29,0,0.29,N,3
1375,24,27442,MORTGAGE,8,DEBTCONSOLIDATION,B,5175,10.99,0,0.19,N,4
1376,25,27500,MORTGAGE,4,EDUCATION,A,9000,7.49,0,0.33,N,4
1377,24,30000,RENT,4,MEDICAL,D,1400,15.62,1,0.05,Y,4
1378,25,30000,RENT,4,MEDICAL,C,1400,13.11,0,0.05,N,2
1379,22,33000,RENT,1,MEDICAL,C,1400,14.27,0,0.04,Y,4
1380,26,40000,RENT,1,MEDICAL,A,1400,7.74,0,0.04,N,3
1381,26,40044,RENT,1,VENTURE,B,1400,11.86,0,0.03,N,4
1382,21,27568,OTHER,0,MEDICAL,D,3500,14.42,1,0.13,N,4
1383,26,35652,RENT,5,DEBTCONSOLIDATION,B,1400,11.49,1,0.04,N,4
1384,26,45000,RENT,4,DEBTCONSOLIDATION,B,1400,10.59,0,0.03,N,4
1385,24,27600,MORTGAGE,1,PERSONAL,C,2000,14.27,0,0.07,Y,2
1386,26,27600,OWN,2,VENTURE,B,2500,11.71,0,0.09,N,3
1387,24,27600,OWN,8,MEDICAL,A,7000,7.9,0,0.25,N,4
1388,23,42000,RENT,7,EDUCATION,B,1400,10.0,1,0.03,N,4
1389,25,27600,MORTGAGE,1,HOMEIMPROVEMENT,A,11500,6.03,1,0.42,N,4
1390,22,27600,MORTGAGE,6,DEBTCONSOLIDATION,A,8400,7.51,0,0.3,N,3
1391,24,27600,MORTGAGE,5,MEDICAL,D,6000,15.62,1,0.22,Y,2
1392,21,10000,RENT,4,MEDICAL,A,1450,7.51,0,0.14,N,4
1393,23,30000,RENT,1,PERSONAL,D,1450,15.58,1,0.05,N,4
1394,24,47000,RENT,0,MEDICAL,B,1450,10.74,0,0.03,N,4
1395,23,27600,MORTGAGE,4,EDUCATION,A,9800,7.29,0,0.36,N,4
1396,26,55560,RENT,5,MEDICAL,C,1450,14.27,0,0.03,N,3
1397,22,101000,RENT,0,EDUCATION,A,1475,5.79,0,0.01,N,3
1398,24,27000,RENT,1,MEDICAL,D,1500,16.29,1,0.06,Y,4
1399,22,27040,RENT,0,DEBTCONSOLIDATION,C,1500,12.73,0,0.06,N,2
1400,25,27996,RENT,0,MEDICAL,B,1500,11.89,0,0.05,N,3
1401,23,28000,RENT,7,PERSONAL,C,1500,14.17,0,0.05,Y,4
1402,22,27600,OWN,0,EDUCATION,A,9600,8.59,0,0.35,N,3
1403,23,27600,MORTGAGE,0,EDUCATION,C,1200,13.92,0,0.04,Y,3
1404,24,28596,RENT,5,EDUCATION,B,1500,11.46,0,0.05,N,4
1405,23,28800,RENT,0,MEDICAL,A,1500,7.74,0,0.05,N,3
1406,23,30000,RENT,1,DEBTCONSOLIDATION,A,1500,7.51,0,0.05,N,3
1407,21,30000,RENT,0,DEBTCONSOLIDATION,A,1500,7.29,0,0.05,N,3
1408,25,27800,OWN,4,VENTURE,A,14125,6.99,0,0.51,N,4
1409,24,30000,RENT,2,DEBTCONSOLIDATION,C,1500,14.22,0,0.05,Y,4
1410,25,30000,RENT,0,EDUCATION,E,1500,16.82,1,0.05,Y,3
1411,26,30000,RENT,0,HOMEIMPROVEMENT,D,1500,14.61,1,0.05,Y,3
1412,21,30000,RENT,0,DEBTCONSOLIDATION,C,1500,13.92,0,0.05,N,2
1413,23,31000,RENT,1,DEBTCONSOLIDATION,A,1500,8.94,0,0.05,N,3
1414,26,27983,MORTGAGE,7,DEBTCONSOLIDATION,A,6000,7.88,0,0.21,N,3
1415,25,31200,RENT,9,VENTURE,B,1500,11.12,0,0.05,N,2
1416,25,31500,RENT,2,VENTURE,B,1500,10.99,0,0.05,N,4
1417,25,32000,RENT,2,DEBTCONSOLIDATION,A,1500,7.49,0,0.05,N,4
1418,23,27996,OWN,1,PERSONAL,D,4800,15.99,0,0.17,Y,2
1419,25,32000,RENT,1,DEBTCONSOLIDATION,A,1500,7.29,0,0.05,N,3
1420,24,32000,RENT,1,EDUCATION,C,1500,13.92,0,0.05,Y,4
1421,24,32304,RENT,8,MEDICAL,B,1500,9.91,1,0.05,N,3
1422,25,33000,RENT,5,VENTURE,B,1500,11.48,0,0.05,N,4
1423,22,27996,OWN,5,MEDICAL,A,5000,5.79,0,0.18,N,2
1424,23,27996,OWN,1,EDUCATION,C,4200,14.72,0,0.15,Y,4
1425,23,27996,OWN,2,MEDICAL,B,9250,10.75,0,0.33,N,2
1426,22,27996,MORTGAGE,4,MEDICAL,D,3250,15.21,1,0.12,N,2
1427,22,27996,MORTGAGE,4,MEDICAL,B,5500,10.38,0,0.2,N,2
1428,26,33600,RENT,6,MEDICAL,F,1500,19.41,0,0.04,N,4
1429,23,33996,RENT,1,EDUCATION,A,1500,6.99,0,0.04,N,4
1430,25,34942,RENT,7,PERSONAL,B,1500,10.99,0,0.04,N,4
1431,21,35000,RENT,3,EDUCATION,A,1500,5.79,0,0.04,N,2
1432,25,35000,RENT,1,MEDICAL,B,1500,10.0,0,0.04,N,4
1433,23,35000,RENT,6,DEBTCONSOLIDATION,B,1500,8.88,0,0.04,N,3
1434,21,27996,MORTGAGE,5,EDUCATION,A,10000,9.63,0,0.36,N,4
1435,23,29004,RENT,7,DEBTCONSOLIDATION,D,1500,14.59,1,0.05,Y,2
1436,24,36000,RENT,2,EDUCATION,C,1500,15.23,0,0.04,N,2
1437,24,36000,RENT,5,PERSONAL,B,1500,10.0,0,0.04,N,3
1438,22,28000,OWN,1,VENTURE,A,12300,6.62,0,0.44,N,2
1439,21,36000,RENT,0,EDUCATION,B,1500,10.37,0,0.04,N,4
1440,24,30996,RENT,0,HOMEIMPROVEMENT,D,1500,15.99,1,0.05,Y,2
1441,22,38000,RENT,2,EDUCATION,C,1500,13.22,0,0.04,Y,2
1442,25,28000,MORTGAGE,4,MEDICAL,A,9600,6.03,0,0.34,N,3
1443,23,28000,MORTGAGE,7,DEBTCONSOLIDATION,D,9500,15.62,1,0.34,N,2
1444,23,28000,MORTGAGE,5,MEDICAL,A,2500,5.99,0,0.09,N,2
1445,23,38000,RENT,4,VENTURE,A,1500,8.32,0,0.04,N,3
1446,23,28000,OWN,6,VENTURE,B,7000,9.99,0,0.25,N,4
1447,24,39000,RENT,8,MEDICAL,D,1500,15.62,0,0.04,Y,3
1448,25,33996,RENT,8,MEDICAL,E,1500,16.82,1,0.04,N,4
1449,23,40000,RENT,7,VENTURE,C,1500,13.99,0,0.04,Y,2
1450,21,28000,MORTGAGE,2,EDUCATION,C,1000,12.99,0,0.04,Y,4
1451,22,28000,MORTGAGE,6,PERSONAL,B,10000,10.99,0,0.36,N,3
1452,24,34000,RENT,3,DEBTCONSOLIDATION,A,1500,8.94,1,0.04,N,2
1453,21,40000,RENT,5,EDUCATION,B,1500,12.18,0,0.04,N,4
1454,23,40000,RENT,0,VENTURE,C,1500,11.78,0,0.04,N,2
1455,22,34980,RENT,3,DEBTCONSOLIDATION,C,1500,12.23,1,0.04,Y,4
1456,23,28000,MORTGAGE,2,VENTURE,B,8400,10.99,0,0.3,N,2
1457,21,42000,RENT,5,EDUCATION,A,1500,5.79,0,0.04,N,3
1458,22,36000,RENT,0,EDUCATION,C,1500,13.16,1,0.04,Y,4
1459,23,42000,RENT,3,DEBTCONSOLIDATION,B,1500,10.71,0,0.04,N,2
1460,25,42769,RENT,3,EDUCATION,A,1500,7.49,0,0.04,N,3
1461,23,28000,MORTGAGE,5,EDUCATION,A,4000,6.92,0,0.14,N,4
1462,23,44400,RENT,0,EDUCATION,B,1500,11.63,0,0.03,N,2
1463,22,28000,MORTGAGE,5,EDUCATION,A,8500,6.17,0,0.3,N,2
1464,24,39000,RENT,3,EDUCATION,A,1500,8.49,1,0.04,N,3
1465,23,28000,MORTGAGE,4,HOMEIMPROVEMENT,D,5225,14.84,1,0.19,N,2
1466,23,45000,RENT,0,EDUCATION,A,1500,7.51,0,0.03,N,4
1467,26,45000,RENT,3,VENTURE,B,1500,10.25,0,0.03,N,3
1468,25,48000,RENT,2,MEDICAL,B,1500,10.36,0,0.03,N,3
1469,26,42000,RENT,1,VENTURE,D,1500,14.61,1,0.04,Y,3
1470,22,42500,RENT,0,MEDICAL,E,1500,17.19,1,0.04,Y,4
1471,24,48720,RENT,2,MEDICAL,C,1500,14.35,0,0.03,Y,2
1472,24,50000,RENT,1,DEBTCONSOLIDATION,C,1500,14.26,0,0.03,N,2
1473,25,50500,RENT,0,MEDICAL,B,1500,11.89,0,0.03,N,3
1474,24,51600,RENT,4,HOMEIMPROVEMENT,C,1500,12.61,0,0.03,Y,2
1475,26,51996,RENT,10,VENTURE,C,1500,13.85,0,0.03,Y,4
1476,25,28000,OWN,4,VENTURE,B,12200,12.53,0,0.44,N,4
1477,22,28000,MORTGAGE,1,DEBTCONSOLIDATION,B,10750,11.14,0,0.38,N,2
1478,21,52000,RENT,5,EDUCATION,B,1500,11.99,0,0.03,N,3
1479,24,54000,RENT,8,MEDICAL,C,1500,14.17,0,0.03,Y,2
1480,25,28000,MORTGAGE,3,EDUCATION,A,5000,8.0,0,0.18,N,2
1481,26,28000,OWN,5,PERSONAL,D,4000,15.37,0,0.14,N,3
1482,23,54000,RENT,7,PERSONAL,B,1500,9.62,0,0.03,N,3
1483,25,28000,MORTGAGE,9,MEDICAL,A,4000,7.68,0,0.14,N,2
1484,26,54000,RENT,1,HOMEIMPROVEMENT,C,1500,13.98,0,0.03,Y,4
1485,24,28000,OTHER,0,EDUCATION,B,9000,10.83,1,0.32,N,3
1486,26,55400,RENT,1,MEDICAL,C,1500,12.84,0,0.03,N,4
1487,21,51000,RENT,0,HOMEIMPROVEMENT,D,1500,15.58,1,0.03,Y,4
1488,22,57160,RENT,2,MEDICAL,B,1500,11.36,0,0.03,N,3
1489,24,57996,RENT,2,DEBTCONSOLIDATION,B,1500,10.75,0,0.03,N,4
1490,22,58000,RENT,6,EDUCATION,A,1500,5.42,0,0.03,N,2
1491,22,60000,RENT,6,MEDICAL,C,1500,13.57,0,0.03,Y,2
1492,25,63000,RENT,0,DEBTCONSOLIDATION,B,1500,12.42,0,0.02,N,4
1493,25,63128,RENT,4,VENTURE,A,1500,7.49,0,0.02,N,4
1494,22,71000,RENT,6,EDUCATION,A,1500,6.99,0,0.02,N,3
1495,24,69764,RENT,2,PERSONAL,D,1500,14.42,1,0.02,Y,4
1496,25,28176,OWN,3,MEDICAL,B,1000,9.63,0,0.04,N,4
1497,23,10008,RENT,4,DEBTCONSOLIDATION,B,1600,10.36,1,0.16,N,2
1498,24,28440,MORTGAGE,4,MEDICAL,B,6000,9.99,0,0.21,N,3
1499,21,12000,RENT,3,EDUCATION,B,1600,10.59,1,0.13,N,2
1500,24,14400,RENT,0,PERSONAL,D,1600,18.25,1,0.11,N,3
1501,24,15120,RENT,4,MEDICAL,A,1600,7.51,0,0.11,N,3
1502,21,15360,RENT,0,EDUCATION,B,1600,12.69,0,0.1,N,2
1503,24,28500,OWN,4,VENTURE,D,3500,14.59,0,0.12,N,3
1504,23,22800,RENT,0,PERSONAL,C,1600,13.06,0,0.07,N,2
1505,22,20000,RENT,7,EDUCATION,A,1675,7.74,0,0.08,N,3
1506,21,28500,OWN,0,EDUCATION,C,4800,12.87,0,0.17,N,3
1507,22,28500,MORTGAGE,1,DEBTCONSOLIDATION,A,8500,7.68,0,0.3,N,4
1508,23,24960,RENT,3,MEDICAL,B,1675,11.11,0,0.07,N,3
1509,23,28800,RENT,1,PERSONAL,D,1675,15.21,1,0.06,Y,2
1510,23,46300,RENT,0,PERSONAL,A,1675,6.54,0,0.04,N,3
1511,24,60000,RENT,0,HOMEIMPROVEMENT,A,1675,6.54,0,0.03,N,4
1512,21,28596,MORTGAGE,3,PERSONAL,A,2000,7.29,0,0.07,N,4
1513,23,17688,RENT,0,PERSONAL,B,1700,11.11,0,0.1,N,3
1514,23,18600,RENT,2,DEBTCONSOLIDATION,B,1700,9.99,0,0.09,N,3
1515,23,28644,MORTGAGE,2,EDUCATION,B,10000,10.75,0,0.35,N,2
1516,23,45000,RENT,2,DEBTCONSOLIDATION,C,1700,14.72,0,0.04,N,2
1517,21,28692,MORTGAGE,5,EDUCATION,B,3000,10.75,0,0.1,N,2
1518,21,9600,RENT,0,EDUCATION,A,1750,8.94,1,0.18,N,2
1519,21,28776,MORTGAGE,4,EDUCATION,A,8000,8.9,0,0.28,N,4
1520,26,28800,OWN,8,EDUCATION,A,6000,8.9,0,0.21,N,3
1521,26,9840,RENT,5,VENTURE,B,1750,9.99,1,0.18,N,4
1522,22,28800,OWN,6,EDUCATION,A,8875,8.9,0,0.31,N,3
1523,22,10000,RENT,4,DEBTCONSOLIDATION,C,1750,14.72,1,0.17,Y,3
1524,23,10000,RENT,1,DEBTCONSOLIDATION,D,1750,15.05,1,0.17,Y,3
1525,26,28800,MORTGAGE,2,VENTURE,A,5150,6.62,0,0.18,N,2
1526,25,10008,RENT,4,VENTURE,A,1750,7.49,1,0.17,N,3
1527,23,17000,RENT,0,VENTURE,B,1750,10.95,0,0.1,N,3
1528,23,22800,RENT,3,PERSONAL,D,1750,15.7,1,0.08,Y,2
1529,26,96000,RENT,2,HOMEIMPROVEMENT,A,1750,6.54,0,0.02,N,2
1530,23,22800,RENT,5,EDUCATION,A,1775,6.99,0,0.08,N,4
1531,21,40000,RENT,0,EDUCATION,A,1775,6.54,0,0.04,N,3
1532,23,45000,RENT,0,EDUCATION,C,1775,12.72,0,0.04,Y,2
1533,24,28800,MORTGAGE,8,HOMEIMPROVEMENT,A,1400,8.9,1,0.05,N,3
1534,24,14400,RENT,3,DEBTCONSOLIDATION,A,1800,6.92,0,0.13,N,3
1535,23,28800,MORTGAGE,6,MEDICAL,B,5000,11.99,0,0.17,N,3
1536,24,28800,MORTGAGE,6,DEBTCONSOLIDATION,A,6075,8.49,0,0.21,N,2
1537,24,28800,MORTGAGE,1,PERSONAL,B,3500,9.99,0,0.12,N,4
1538,21,18000,RENT,5,PERSONAL,A,1800,6.62,0,0.1,N,3
1539,26,18000,RENT,1,VENTURE,C,1800,13.8,0,0.1,Y,3
1540,22,18000,RENT,1,MEDICAL,B,1800,12.18,1,0.1,N,3
1541,24,28800,OWN,4,EDUCATION,A,7500,8.49,0,0.26,N,2
1542,22,28800,MORTGAGE,2,MEDICAL,A,10000,7.49,0,0.35,N,2
1543,24,21000,RENT,2,MEDICAL,B,1800,10.65,0,0.09,N,2
1544,21,28800,MORTGAGE,0,DEBTCONSOLIDATION,A,5000,7.49,0,0.17,N,3
1545,22,28800,OWN,2,DEBTCONSOLIDATION,D,10000,16.49,0,0.35,N,4
1546,26,22584,RENT,4,PERSONAL,A,1800,8.49,0,0.08,N,2
1547,23,28800,MORTGAGE,0,MEDICAL,A,6000,7.49,0,0.21,N,2
1548,24,24000,RENT,0,MEDICAL,B,1800,11.26,0,0.07,N,2
1549,23,25000,RENT,2,MEDICAL,B,1800,12.69,1,0.07,N,3
1550,25,28800,MORTGAGE,4,EDUCATION,A,1000,5.42,0,0.03,N,3
1551,25,28000,RENT,0,MEDICAL,B,1800,12.53,0,0.06,N,3
1552,22,45000,RENT,4,VENTURE,D,1800,16.49,0,0.04,N,4
1553,25,45000,RENT,2,DEBTCONSOLIDATION,C,1800,12.61,0,0.04,Y,4
1554,23,28800,OWN,2,PERSONAL,B,3000,11.11,0,0.1,N,4
1555,23,28800,MORTGAGE,7,DEBTCONSOLIDATION,B,8400,9.63,0,0.29,N,3
1556,26,45000,RENT,5,MEDICAL,D,1800,14.11,0,0.04,Y,2
1557,24,28800,OWN,8,VENTURE,B,6000,10.74,0,0.21,N,2
1558,22,45336,RENT,6,VENTURE,D,1800,15.21,0,0.04,N,3
1559,23,48000,RENT,4,PERSONAL,B,1800,11.49,0,0.04,N,4
1560,21,48000,RENT,1,DEBTCONSOLIDATION,C,1800,13.35,0,0.04,Y,2
1561,23,50960,RENT,7,VENTURE,D,1800,16.02,0,0.04,N,2
1562,21,28800,MORTGAGE,2,PERSONAL,C,5500,13.23,0,0.19,Y,2
1563,22,57000,RENT,0,DEBTCONSOLIDATION,C,1800,14.27,0,0.03,N,3
1564,22,58000,RENT,3,PERSONAL,B,1800,12.18,0,0.03,N,2
1565,22,71004,RENT,6,EDUCATION,B,1800,11.12,0,0.03,N,4
1566,22,73000,RENT,1,VENTURE,C,1800,11.41,0,0.02,N,3
1567,26,75000,RENT,1,VENTURE,B,1800,9.25,0,0.02,N,2
1568,24,75000,RENT,5,HOMEIMPROVEMENT,A,1800,8.94,0,0.02,N,4
1569,21,14400,RENT,2,VENTURE,D,1825,15.62,1,0.13,N,2
1570,22,28800,MORTGAGE,4,PERSONAL,B,14500,9.88,0,0.5,N,2
1571,25,19200,RENT,0,PERSONAL,C,1825,12.68,0,0.1,Y,2
1572,25,28800,MORTGAGE,9,HOMEIMPROVEMENT,B,6250,10.25,0,0.22,N,2
1573,24,35000,RENT,4,EDUCATION,A,1850,7.12,0,0.05,N,2
1574,21,13200,RENT,2,DEBTCONSOLIDATION,A,1875,6.99,0,0.14,N,3
1575,24,14400,RENT,1,EDUCATION,C,1875,13.49,0,0.13,Y,2
1576,22,26500,RENT,3,DEBTCONSOLIDATION,A,1900,7.29,1,0.07,N,3
1577,24,32000,RENT,5,MEDICAL,C,1900,13.49,0,0.06,Y,2
1578,23,30000,RENT,0,PERSONAL,B,1925,12.18,0,0.06,N,2
1579,25,42000,RENT,4,EDUCATION,A,1925,6.17,0,0.05,N,4
1580,23,16800,RENT,0,DEBTCONSOLIDATION,B,1950,10.37,0,0.12,N,2
1581,22,28880,MORTGAGE,4,MEDICAL,A,2000,8.59,0,0.07,N,3
1582,24,31200,RENT,3,MEDICAL,C,1950,13.11,0,0.06,Y,4
1583,24,28900,MORTGAGE,2,DEBTCONSOLIDATION,C,5500,12.98,0,0.19,Y,2
1584,24,10000,RENT,2,DEBTCONSOLIDATION,B,2000,10.25,1,0.2,N,2
1585,23,28989,MORTGAGE,0,EDUCATION,A,10000,8.0,0,0.34,N,2
1586,23,12000,RENT,0,EDUCATION,A,2000,7.74,1,0.17,N,4
1587,25,12000,RENT,2,HOMEIMPROVEMENT,B,2000,11.89,1,0.17,N,4
1588,23,29000,MORTGAGE,5,DEBTCONSOLIDATION,A,11500,7.9,0,0.4,N,4
1589,24,14400,RENT,4,VENTURE,B,2000,10.65,0,0.14,N,4
1590,26,14400,RENT,1,PERSONAL,D,2000,17.49,1,0.14,N,4
1591,21,29000,MORTGAGE,0,PERSONAL,B,4200,11.99,0,0.14,N,3
1592,26,14400,RENT,4,PERSONAL,B,2000,10.37,0,0.14,N,2
1593,21,14400,RENT,0,DEBTCONSOLIDATION,A,2000,5.79,0,0.14,N,2
1594,26,14400,RENT,4,MEDICAL,A,2000,6.92,0,0.14,N,4
1595,26,29000,MORTGAGE,10,HOMEIMPROVEMENT,A,7200,8.49,0,0.25,N,4
1596,26,14400,RENT,2,DEBTCONSOLIDATION,D,2000,15.58,1,0.14,N,4
1597,25,15000,RENT,0,MEDICAL,A,2000,7.88,0,0.13,N,4
1598,21,15600,RENT,0,MEDICAL,A,2000,7.9,0,0.13,N,2
1599,24,15915,RENT,0,PERSONAL,D,2000,15.05,1,0.13,Y,4
1600,25,15996,RENT,1,EDUCATION,C,2000,13.48,0,0.13,Y,4
1601,24,17616,RENT,4,VENTURE,B,2000,10.37,0,0.11,N,2
1602,25,18000,RENT,4,DEBTCONSOLIDATION,A,2000,7.51,1,0.11,N,4
1603,23,18000,RENT,2,EDUCATION,C,2000,14.79,0,0.11,N,3
1604,21,18000,RENT,1,EDUCATION,A,2000,5.42,0,0.11,N,3
1605,26,18000,RENT,2,EDUCATION,D,2000,13.3,1,0.11,N,2
1606,22,19176,RENT,3,VENTURE,C,2000,14.22,0,0.1,Y,2
1607,24,29000,MORTGAGE,1,HOMEIMPROVEMENT,B,20000,10.62,0,0.69,N,3
1608,24,19200,RENT,2,MEDICAL,C,2000,13.49,0,0.1,N,4
1609,23,19200,RENT,2,EDUCATION,B,2000,10.59,0,0.1,N,4
1610,26,19200,RENT,3,MEDICAL,A,2000,6.17,0,0.1,N,4
1611,22,19728,RENT,5,DEBTCONSOLIDATION,A,2000,7.49,0,0.1,N,2
1612,26,20004,RENT,2,EDUCATION,A,2000,8.59,1,0.1,N,3
1613,23,29004,MORTGAGE,2,MEDICAL,B,6000,11.99,0,0.21,N,2
1614,22,29004,MORTGAGE,3,VENTURE,B,5000,9.25,0,0.17,N,4
1615,22,29004,MORTGAGE,6,EDUCATION,A,2500,6.91,0,0.09,N,3
1616,22,21000,RENT,0,EDUCATION,C,2000,14.22,0,0.1,Y,3
1617,23,29004,OWN,1,EDUCATION,C,2000,13.16,0,0.07,Y,3
1618,21,21600,RENT,0,DEBTCONSOLIDATION,B,2000,11.71,1,0.09,N,2
1619,22,21600,RENT,1,DEBTCONSOLIDATION,D,2000,16.89,1,0.09,N,2
1620,23,22000,RENT,1,VENTURE,C,2000,13.99,0,0.09,N,2
1621,22,22000,RENT,0,VENTURE,A,2000,7.29,0,0.09,N,3
1622,23,22004,RENT,8,EDUCATION,B,2000,10.39,0,0.09,N,3
1623,21,23040,RENT,3,MEDICAL,C,2000,13.11,0,0.09,Y,2
1624,22,23587,RENT,4,HOMEIMPROVEMENT,B,2000,11.89,1,0.08,N,4
